,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title,poynter_link
1562,Video From Pak Shared as 'Muslims Flouting Norms in Hyderabad',People flouting social distancing norms in Hyderabad,2020-05-21T11:30:15Z,2020-05-21T11:30:15Z,"Facebook,WhatsApp",The Quint,https://www.thequint.com/news/webqoof/video-from-pakistan-shared-as-muslims-flouting-norms-in-hyd,False,1,muslims flouting social distancing norms in hyderabad,https://www.thequint.com/news/webqoof/video-from-pakistan-shared-as-muslims-flouting-norms-in-hyd
1563,,"Espalhou-se pelas redes sociais uma mensagem denunciando que a ""Covid......",2020-05-21T14:57:09Z,2020-05-21T14:57:09Z,,Polígrafo - SAPO,https://poligrafo.sapo.pt/fact-check/a-pandemia-de-covid-19-foi-combinada-num-encontro-em-2019-patrocinado-pela-fundacao-bill-melinda-gates,Falso,1,the covid19 pandemic was set up in a meeting in 2019 sponsored by the bill  melinda gates foundation,https://poligrafo.sapo.pt/fact-check/a-pandemia-de-covid-19-foi-combinada-num-encontro-em-2019-patrocinado-pela-fundacao-bill-melinda-gates
1564,"Sì, gli esperti «scelti dal governo» hanno un H-index relativamente ...","Burioni, Pregliasco e Brusaferro sono gli esperti più scarsi del mondo",2020-05-17T00:00:00Z,2020-05-22T00:00:00Z,,Facta,https://facta.news/fuori-contesto/2020/05/22/si-gli-esperti-scelti-dal-governo-hanno-un-h-index-relativamente-basso-ma-cio-non-intacca-necessariamente-la-loro-autorevolezza/,"Fuori contesto. Il H-index non è un criterio che valuta l'autorevolezza, ma un indice utile a comprendere l’impatto di un ricercatore sulla comunità scientifica",1,a blog article which says that the italian doctors and experts in charge of the coronavirus emergency are the least respected ones in the international scientific community,https://facta.news/fuori-contesto/2020/05/22/si-gli-esperti-scelti-dal-governo-hanno-un-h-index-relativamente-basso-ma-cio-non-intacca-necessariamente-la-loro-autorevolezza/
1565,Blog post wrong on what Bill Gates said about COVID-19 vaccine,“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,2020-05-15T00:00:00Z,,Facebook post,PolitiFact,https://www.politifact.com/factchecks/2020/may/20/facebook-posts/no-specific-covid-19-vaccine-experimental-or-other/,False,1,bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna,https://www.politifact.com/factchecks/2020/may/20/facebook-posts/no-specific-covid-19-vaccine-experimental-or-other/
1566,FACT CHECK: Did Anthony Fauci Sit On The Clinton Foundation's ...,Dr. Anthony Fauci served on the Clinton Foundation’s board of directors for 20 years,2020-05-12T00:00:00Z,2020-05-20T14:19:19Z,Viral Post,Check Your Fact,http://checkyourfact.com/2020/05/20/fact-check-anthony-fauci-clinton-foundation-board-20-years/,False,0,top white house coronavirus adviser dr anthony fauci served on the clinton foundations board of directors for 20 years,https://checkyourfact.com/2020/05/20/fact-check-anthony-fauci-clinton-foundation-board-20-years/
1567,FACT CHECK: Viral Image Claims To Show Los Angeles County ...,the image shows Los Angeles County Department of Public Health Director Dr. Barbara Ferrer looking sickly,2020-05-18T00:00:00Z,2020-05-20T15:58:59Z,Viral Image,Check Your Fact,http://checkyourfact.com/2020/05/20/fact-check-los-angeles-county-barbara-ferrer-looking-sickly/,False,0,the image shows los angeles county department of public health director dr barbara ferrer looking sickly,https://checkyourfact.com/2020/05/20/fact-check-los-angeles-county-barbara-ferrer-looking-sickly/
1568,FACT CHECK: Viral Post Claims Flu Vaccines Can Make People ...,"people who have received flu vaccines in the last three to five years will ""probably test positive"" for COVID-19",2020-05-07T00:00:00Z,2020-05-20T23:03:00Z,Viral image,Check Your Fact,http://checkyourfact.com/2020/05/20/fact-check-flu-vaccines-people-test-positive-coronavirus/,False,0,people who have received flu vaccines in the past three to five years will probably test positive for covid19,https://checkyourfact.com/2020/05/20/fact-check-flu-vaccines-people-test-positive-coronavirus/
1569,"No, le morti per Covid-19 non sono provocate da «errori medici» (e ...",Le morti per Covid-19 non sono provocate da errori medici,2020-05-20T00:00:00Z,2020-05-20T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2020/05/20/no-le-morti-per-covid-19-non-sono-provocate-da-errori-medici-e-il-premio-conferito-a-stefano-montanari-non-e-un-riconoscimento-scientifico/,Notizia falsa,1,a blog article stating that covid19 has been misdiagnosed as the deaths would be caused by problems linked with thrombosis in the first place according to the article the two scientists who discovered this have received an international prize,https://facta.news/notizia-falsa/2020/05/20/no-le-morti-per-covid-19-non-sono-provocate-da-errori-medici-e-il-premio-conferito-a-stefano-montanari-non-e-un-riconoscimento-scientifico/
1570,#Verificamos: É falso que imprensa brasileira 'se calou' após Lula ...,"Mídia calada! 'Ainda bem que a natureza criou esse monstro chamado coronavírus', disse o condenado, Lula. 'Uma fala dessa deveria povoar TODAS as redações dos jornais do país, durante dias a fio. Mas fingem que não ouviram. Principalmente por causa de QUEM falou, que é imune a críticas, na mídia brasileira'. (Guillermo Federico Piacesi Ramos)",2020-05-20T18:00:08Z,2020-05-20T18:00:08Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-imprensa-se-calou-lula-ainda-bem-monstro-coronavirus/,Falso,1,the brazilian mainstream media did not say anything after former president lula said fortunately nature created this monster called coronavirus,https://piaui.folha.uol.com.br/lupa/2020/05/20/verificamos-imprensa-se-calou-lula-ainda-bem-monstro-coronavirus/
1571,,German police can enter homes and forcibly vaccinate people.,,2020-05-20T00:00:00Z,,Full Fact,https://fullfact.org/online/germany-forced-vaccine/,"This is not true, and there is no evidence of this happening.",0,german police can enter homes and forcibly vaccinate people,fullfact.org/online/germany-forced-vaccine/
1572,,Hydroxychloroquine cures Covid-19.,,2020-05-20T00:00:00Z,,Full Fact,https://fullfact.org/online/hydroxychloroquine-not-radiation-sickness/,There is some limited evidence that it can work for some patients. It is not licensed as a treatment for Covid-19 in the UK outside of clinical trials.,0,hydroxychloroquine cures covid19,fullfact.org/online/hydroxychloroquine-not-radiation-sickness/
1573,,Hydroxychloroquine is used to treat radiation sickness.,,2020-05-20T00:00:00Z,,Full Fact,https://fullfact.org/online/hydroxychloroquine-not-radiation-sickness/,The medicines regulator in the UK says the drug is not used for this.,0,hydroxychloroquine cures covid19,fullfact.org/online/hydroxychloroquine-not-radiation-sickness/
1574,Profissionais de saúde não viraram as costas para Bruno Covas ...,Profissionais de saúde deram as costas para prefeito de São Paulo Bruno Covas.,2020-05-20T00:00:00Z,2020-05-20T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/profissionais-de-saude-nao-viraram-costas-para-bruno-covas-video-foi-gravado-na-belgica/,falso,1,video shows health professionals turning their backs on the mayor of the city of são paulo,https://www.aosfatos.org/noticias/profissionais-de-saude-nao-viraram-costas-para-bruno-covas-video-foi-gravado-na-belgica/
1575,Não existe a taxa de sobrevivência à Covid-19 citada em posts nas ...,Talvez olhando desse ângulo a histeria diminua.,2020-05-21T00:00:00Z,2020-05-21T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/nao-existe-taxa-de-sobrevivencia-covid-19-citada-em-posts-nas-redes-sociais/,falso,1,brazil has a 99995 covid19 survival rate,https://www.aosfatos.org/noticias/nao-existe-taxa-de-sobrevivencia-covid-19-citada-em-posts-nas-redes-sociais/
1576,"Fact Check : संघ प्रमुख मोहन भागवत ने नहीं दिया ऐसा कोई बयान, वायरल ...",दावा किया जा रहा है कि संघ प्रमुख मोहन भागवत ने यह बयान दिया,2020-05-20T08:08:42Z,2020-05-20T08:08:42Z,फेसबुक यूजर देवेंद्र सुर्जन,विश्वास न्यूज़ फैक्ट चेक हिंदी,https://www.vishvasnews.com/politics/fact-check-rss-chief-mohan-bhagwat-fake-statement-viral/,False,1,rss chief mohan bhagwants said that covid19 shook his faith in religion,https://www.vishvasnews.com/politics/fact-check-rss-chief-mohan-bhagwat-fake-statement-viral/
1577,Fact Check: RSS chief Mohan Bhagwat did not pass any statement ...,दावा किया जा रहा है कि यह बयान संघ प्रमुख का है।,2020-06-16T08:49:59Z,2020-06-16T08:49:59Z,फेसबुक यूजर धर्मेंद्र कुमार सिंह,विश्वास न्यूज़ फैक्ट चेक हिंदी,https://www.vishvasnews.com/politics/fact-check-rss-chief-mohan-bhagwat-did-not-pass-any-statement-on-opposition-leaders-reservation-and-kashmir-fake-post-is-getting-viral/,False,0,rss chief mohan bhagwants said that covid19 shook his faith in religion,https://www.vishvasnews.com/politics/fact-check-rss-chief-mohan-bhagwat-fake-statement-viral/
1578,"Old Video Resurfaces, Claims to Show Saudi Mall Post Lockdown",Just see saudi arabia shopping mall after lifting lockdown,2020-05-20T11:38:51Z,2020-05-20T11:38:51Z,"Facebook,Twitter,WhatsApp",The Quint,https://www.thequint.com/news/webqoof/old-video-resurfaces-to-show-saudi-arabia-shoppping-mall-coronavirus-lockdown-fact-check,False,1,mall in saudi arabia is crowded after the lockdown has been lifted,https://www.thequint.com/news/webqoof/old-video-resurfaces-to-show-saudi-arabia-shoppping-mall-coronavirus-lockdown-fact-check
1579,,Surgiram nas redes sociais várias publicações indicando que Klaus Püs......,2020-05-20T15:43:47Z,2020-05-20T15:43:47Z,,Polígrafo - SAPO,https://poligrafo.sapo.pt/fact-check/medico-legista-alemao-disse-que-ninguem-morreu-de-covid-19-mas-devido-a-outras-doencas-anteriores,Falso,1,no one died from covid19 but due to other previous illnesses says a german doctor,https://poligrafo.sapo.pt/fact-check/medico-legista-alemao-disse-que-ninguem-morreu-de-covid-19-mas-devido-a-outras-doencas-anteriores
1580,VERA FILES FACT CHECK: Roque repeats false claim on COVID ...,"Palace Spokesperson Harry Roque claims that the Duterte administration deserves an 85 percent rating for effective COVID-19 response because it managed to minimize the number of deaths and infection, owing primarily for being the first country in Southeast Asia to impose a lockdown.",2020-09-16T00:00:00Z,2020-09-22T00:00:00Z,Harry Roque,VERA Files,https://verafiles.org/articles/vera-files-fact-check-roque-repeats-false-claim-covid-lockdo,False,0,the philippines was the first country to declare a lockdown in southeast asia,https://verafiles.org/articles/vera-files-fact-check-roque-repeats-false-claim-ph-was-first
1581,Fotoğrafın yoğun bakımda yatan tutuklu Covid-19 hastasını ...,Fotoğrafın yoğun bakımda yatan tutuklu Covid-19 hastasını gösterdiği iddiası,2020-05-14T00:00:00Z,2020-05-20T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/fotografin-yogun-bakimda-yatan-tutuklu-covid-19-hastasini-gosterdigi-iddiasi,Yanlış,0,a photo shows the a turkish imprisoned covid19 patient who is in intensive care unit,https://teyit.org/fotografin-yogun-bakimda-yatan-tutuklu-covid-19-hastasini-gosterdigi-iddiasi/
1582,OMS no ha dicho que Colombia es el país más organizado en la ...,OMS catalogó a Colombia como el más organizado para prevenir el Covid-19,,2020-05-20T17:17:44Z,,ColombiaCheck,https://colombiacheck.com/chequeos/oms-no-ha-dicho-que-colombia-es-el-pais-mas-organizado-en-la-prevencion-del-coronavirus-en,Falso,1,the who said that colombia is the most organized country in the prevention of coronavirus in america or the second in the world,https://colombiacheck.com/chequeos/oms-no-ha-dicho-que-colombia-es-el-pais-mas-organizado-en-la-prevencion-del-coronavirus-en
1583,,"Bill Gates hat am Mittwoch bei CNBC verraten, warum er uns alle impfen will: Für einen Gewinn von 2000 Prozent",2020-05-19T23:00:00Z,2020-05-26T15:58:11Z,Telegram-Gruppe „QAnons Channel Germany“,Correctiv,https://correctiv.org/faktencheck/2020/05/26/zitat-von-bill-gates-zum-gewinn-durch-investitionen-in-impfungen-wurde-aus-dem-kontext-gerissen/,Größtenteils falsch. Das Zitat ist irreführend verkürzt. Bill Gates bezieht sich auf einen theoretischen sozialen und wirtschaftlichen Mehrwert durch Gesundheitshilfe.,0,bill gates admitted that he wants to vaccinate everyone because he makes 2000 percent profit with vaccines,https://correctiv.org/faktencheck/2020/05/26/zitat-von-bill-gates-zum-gewinn-durch-investitionen-in-impfungen-wurde-aus-dem-kontext-gerissen
1584,Michigan Gov. Whitmer did not spend May 20 at her vacation home,"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",2020-05-20T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/may/27/facebook-posts/michigan-gov-whitmer-did-not-spend-may-20-her-vaca/,False,1,michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stayathome orders,https://www.politifact.com/factchecks/2020/may/27/facebook-posts/michigan-gov-whitmer-did-not-spend-may-20-her-vaca/
1585,Michigan governor didn't have a family event in reopened region,Michigan governor reopened Traverse City “so she could have her daughter's open house.”,2020-05-20T00:00:00Z,,Facebook posts,PolitiFact,https://www.politifact.com/factchecks/2020/may/29/facebook-posts/michigan-governor-didnt-have-family-event-reopened/,False,1,michigan governor reopened traverse city so she could have her daughters open house,https://www.politifact.com/factchecks/2020/may/29/facebook-posts/michigan-governor-didnt-have-family-event-reopened/
1586,FACT-CHECK: Did Bill Gates Make a Presentation to the CIA on ...,A leaked video claims that Bill Gates made a presentation to the CIA on COVID-19 vaccines for modifying the brain of religious fanatics,2020-05-20T00:00:00Z,2020-05-29T00:00:00Z,Viral Social media posts,Dubawa Ghana,https://ghana.dubawa.org/fact-check-did-bill-gates-make-a-presentation-to-the-cia-on-covid-19-vaccines/,"False. The video is an old video that has been in circulation since at least June 2011. It resurfaced in May 2020. The speaker making a presentation on vaccines to the CIA is not Bill Gates, according to a spokesperson at the Bill and Melinda Gates Foundation.",1,a video claims that bill gates made a presentation to the cia on covid19 vaccines for modifying the brain of religious fanatics,https://ghana.dubawa.org/fact-check-did-bill-gates-make-a-presentation-to-the-cia-on-covid-19-vaccines/
1587,#Verificamos: É falso que ação do PT no STF visa a 'proibir a ...,Os petralhas querem proibir o Governo Federal de fornecer ou custear Hidroxi-cloroquina Ministro Alexandre de Moraes poderá proibir o governo federal de destinar recursos para aquisição de Hidroxi-cloroquina se atender pedido em liminar feito pelo PT,2020-05-19T17:23:30Z,2020-05-19T17:23:30Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2020/05/19/acao-pt-stf-cloroquina/,Falso,1,the workers party pt filed a lawsuit against the government on the stf supreme court that demands the federal government stop purchasing chloroquine and hydroxychloroquine,https://piaui.folha.uol.com.br/lupa/2020/05/19/acao-pt-stf-cloroquina/
1588,FACT CHECK: Did Germany Send China A Bill For 'Coronavirus ...,"the German government billed China for 130 billion pounds in ""coronavirus damages.""",2020-04-20T00:00:00Z,2020-05-19T20:58:09Z,Viral Image,Check Your Fact,http://checkyourfact.com/2020/05/19/fact-check-germany-send-china-bill-coronavirus-damages/,False,0,the german government billed china for 130 billion pounds in coronavirus damages,https://checkyourfact.com/2020/05/19/fact-check-germany-send-china-bill-coronavirus-damages/
1589,#Verificamos: Vídeo que mostra homem com suspeita de Covid-19 ...,SERÁ VERDADE. OLHA A SAFADEZA PRA DIZER QUE O NÚMERO DE INFECTADO ESTA AUMENTANDO,2020-05-19T19:43:52Z,2020-05-19T19:43:52Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-video-homem-covid-19-ambulancia/,Falso,1,a video shows a man calmly lying down in a hospital bed and being tucked into an ambulance the caption says this is proof that brazilian authorities are forging covid19 cases,https://piaui.folha.uol.com.br/lupa/2020/05/19/verificamos-video-homem-covid-19-ambulancia/
1590,VERA FILES FACT CHECK: Sonza misinterprets DOH data on new ...,Metro Manila had an 83% rise in COVID-19 cases in 24 hours.,2020-05-17T00:00:00Z,2020-05-19T00:00:00Z,Jay Sonza,VERA Files,https://verafiles.org/articles/vera-files-fact-check-sonza-misinterprets-doh-data-new-covid,False,1,metro manila had an 83 rise in covid19 cases in one day,https://verafiles.org/articles/vera-files-fact-check-sonza-misinterprets-doh-data-new-covid
1591,"No, i vaccini «di Bill Gates» non hanno provocato la paralisi di ...",I vaccini di Bill Gates hanno provocato la paralisi di 496mila bambini in India,2020-05-19T00:00:00Z,2020-05-19T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2020/05/19/no-i-vaccini-di-bill-gates-non-hanno-provocato-la-paralisi-di-496mila-bambini-in-india/,Notizia falsa,1,a picture claiming that bill gates vaccines would have paralyzed 496k children in india,https://facta.news/notizia-falsa/2020/05/19/no-i-vaccini-di-bill-gates-non-hanno-provocato-la-paralisi-di-496mila-bambini-in-india/
1592,FACT CHECK: Viral Post Claims Nancy Pelosi Was In China 6 Days ...,"House Speaker Nancy Pelosi was in Wuhan, China, six days after ""the impeachment HOAX failed.""",2020-04-22T00:00:00Z,2020-05-19T22:43:33Z,Viral Post,Check Your Fact,http://checkyourfact.com/2020/05/19/fact-check-nancy-pelosi-china-days-trump-impeachment-acquittal/,False,0,house speaker nancy pelosi was in wuhan china six days after the impeachment hoax failed,https://checkyourfact.com/2020/05/19/fact-check-nancy-pelosi-china-days-trump-impeachment-acquittal/
1593,,The Express used a photo from before coronavirus lockdown to suggest people in Brighton were breaking social distancing rules.,,2020-05-19T00:00:00Z,,Full Fact,https://fullfact.org/online/brighton-seafront-express/,This is incorrect. Metadata from the photo shows it was taken during lockdown.,0,the express used a photo from before coronavirus lockdown to suggest people in brighton were breaking social distancing rules,fullfact.org/online/brighton-seafront-express/
1594,,We have not heard of one police officer dying from Covid-19 across the world.,2020-05-14T00:00:00Z,2020-05-19T00:00:00Z,Facebook user,Full Fact,https://fullfact.org/online/police-officers-covid-19-deaths/,"Incorrect. Many Covid-19 deaths among police officers have been reported worldwide, including at least one such death in the UK.",0,we have not heard of a single police officer dying from covid19 across the world,fullfact.org/online/police-officers-covid-19-deaths/
1595,,A post claims that the 1918 influenza bout had a deadly second wave after quarantine restrictions were lifted.,,2020-05-19T00:00:00Z,,Full Fact,https://fullfact.org/online/spanish-flu-second-wave-quarantine/,"It is true the second wave of the pandemic was the most deadly, but it did not happen due to lifting of quarantine.",0,a post claims that the 1918 influenza out had a deadly second wave after quarantine restrictions were lifted,fullfact.org/online/spanish-flu-second-wave-quarantine/
1596,,The survival rate for Covid-19 is 98.54% in the UK.,,2020-05-19T00:00:00Z,,Full Fact,https://fullfact.org/online/survival-rate-figures/,"We don’t know what the survival rate is yet, as we don’t know how many people have had the disease. This figure comes from a claim about the US which is a slight over-estimate based on available figures.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1597,,The vaccine manufacturers do not have liability.,,2021-02-19T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-19-survival-rate-less-998/,"Covid-19 vaccine manufacturers are immune to some, but not all, civil liability.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1598,,The Covid-19 vaccines are experimental.,,2021-02-19T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-19-survival-rate-less-998/,All the Covid-19 vaccines being used in the UK have been safety tested and approved for use by the Medicines and Healthcare products Regulatory Agency.,0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1599,,Covid-19 has a survival rate of 99.8%.,,2021-02-19T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-19-survival-rate-less-998/,The survival rate varies by country but this estimate is too high for the UK. Estimates of the survival rate range from around 99% to 99.5%.,0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1600,,"4,717 Covid-19 deaths out of the 0-59 year-old UK population means a 0.009% fatality rate.",,2021-02-11T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-death-rate-under-60/,"This is wrong on a few levels. The death data is for England alone, and only for those dying in hospital after a positive test, and this calculation only works if every single person aged 0-59 has been infected with Covid.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1601,,"According to NHS data, as of 21st January there have been 4,717 Covid-19 deaths of people between the ages of 0-59 in the UK.",,2021-02-11T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-death-rate-under-60/,"This is not true. The NHS data used in this video is just for England, not the whole UK, and only includes hospital deaths after a positive test.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1602,,This means in the UK the Covid-19 survival rate for 0-59 year olds is 99.991%.,,2021-02-11T00:00:00Z,,Full Fact,https://fullfact.org/online/covid-death-rate-under-60/,"It doesn’t mean this. The data used only talks about England, and we can’t know for sure how many 0-59 year olds in England have had and recovered from Covid-19.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1603,,2020 has had the 6th highest death rate in the past thirty years.,,2021-01-22T00:00:00Z,,Full Fact,https://fullfact.org/online/death-rate-2020-2003/,2020 had the joint-11th highest death rate over the past three decades.,0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1604,,The death rate in 2020 was lower than in the early 2000s.,,2021-01-22T00:00:00Z,,Full Fact,https://fullfact.org/online/death-rate-2020-2003/,"This is correct. The death rate fell considerably over the past two decades, as life expectancy improved. 2020 saw these improvements reversed.",0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1605,,Fewer people have died from Covid-19 in the past 40 days than one day of cancer deaths.,2021-07-18T00:00:00Z,2021-07-29T00:00:00Z,James Melville,Full Fact,https://fullfact.org/online/james-melville-covid-cancer-twitter/,The data used when the claim was made actually shows the number of people over a 40 day period who died of Covid-19 was higher than the average daily cancer death rate.,0,the survival rate for covid19 is 9854 in the uk,fullfact.org/online/survival-rate-figures/
1606,Instagram post misleads on monthly coronavirus checks,"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”",2020-05-19T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2020/may/20/instagram-posts/new-york-radio-station-misleads-instagram-post-abo/,Mostly False,1,a lot of people can get an additional 2400 from the cares act and they can do it every month,https://www.politifact.com/factchecks/2020/may/20/instagram-posts/new-york-radio-station-misleads-instagram-post-abo/
1607,É falso que o Hospital Central da PM no Rio tem apenas um ...,Hospital Central da PM no Rio tem apenas um paciente com Covid-19,2020-05-20T00:00:00Z,2020-05-20T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-o-hospital-central-da-pm-no-rio-tem-apenas-um-paciente-com-covid-19/,falso,1,photo shows empty covid19s service room at the military police central hospital in rio de janeiro,https://www.aosfatos.org/noticias/e-falso-que-o-hospital-central-da-pm-no-rio-tem-apenas-um-paciente-com-covid-19/
1608,Facebook Posts Distort Facts on Trump Actions,"President Trump ""cancelled the Democrats HR 6666 bill,"" ""expelled WHO"" and ""cancelled Bill Gates project known as ID2020.""",2020-05-19T00:00:00Z,,Social media posts,FactCheck.org,https://www.factcheck.org/2020/05/facebook-posts-distort-facts-on-trump-actions/,False,1,president donald trump cancelled the us house bill on contract tracing and expelled who,https://www.factcheck.org/2020/05/facebook-posts-distort-facts-on-trump-actions/
1609,"No, study does not show staring at women's breasts prolongs ...","Touching, Staring at women’s breasts make men live longer, healthier — Study",2019-10-22T00:00:00Z,2019-10-22T00:00:00Z,"Vanguard Nigeria, Daily Post, Premium Times Nigeria",International Centre For Investigative Reporting,https://www.icirnigeria.org/study-does-not-show-staring-at-womens-breasts-prolongs-lifespan/,"A 20-year-old hoax suggesting that staring at female breasts has the effect of promoting longevity in men has been circulated by the News Agency of Nigeria, NAN, the government-controlled news wire service. “No such study was ever published in the New England Journal of Medicine,” wrote David Emery, an internet folklore expert and debunker of urban legends, hoaxes, and popular misconceptions.",0,the un is asking for help from donald trump for serious human rights violations in italy during the management of the covid19 pandemic,nan
1610,Democratic super PAC uses familiar political play to hit Trump on ...,"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",2020-05-19T00:00:00Z,,Priorities USA Action,PolitiFact,https://www.politifact.com/factchecks/2020/may/29/priorities-usa-action/democratic-super-pac-uses-familiar-political-play-/,Mostly False,0,claim that president donald trump is trying to make 451 billion in medicare cuts in the middle of a deadly pandemic,https://www.politifact.com/factchecks/2020/may/29/priorities-United States-action/democratic-super-pac-uses-familiar-political-play-/
1611,Mensagem falsa sobre morte de presidente do Santander por ...,Filha do presidente do banco Santander em Portugal divulgou mensagem sobre morte do pai por coronavírus,2020-05-19T21:54:55Z,2020-05-19T21:54:55Z,Boatos de redes sociais,Política - Estadão,https://politica.estadao.com.br/blogs/estadao-verifica/mensagem-falsa-sobre-morte-de-presidente-do-santander-por-coronavirus-circula-no-facebook/,Falso,1,daughter of santanders ceo in portugal shared a message about her fathers death from covid19,https://politica.estadao.com.br/blogs/estadao-verifica/mensagem-falsa-sobre-morte-de-presidente-do-santander-por-coronavirus-circula-no-facebook/
1612,,Virus-removing card can prevent COVID-19 infection,,2020-06-25T13:00:00Z,,AFP Fact Check,https://factcheck.afp.com/scientists-warn-against-bogus-covid-19-removal-cards,False,1,south sudans president and senior ministers have appeared in public in recent weeks wearing socalled virus removal cards clipon tags marketed as prevention against infectious diseases afp fact check found the items for sale online in various countries including lebanon malaysia and the philippines,https://factcheck.afp.com/scientists-warn-against-bogus-covid-19-removal-cards
1613,Substâncias presentes no boldo e na quina não tratam Covid-19,Áudio do professor Antonio Frazão recomenda chá de boldo contra a Covid-19,2020-05-21T00:00:00Z,2020-05-21T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/substancias-presentes-no-boldo-e-na-quina-nao-tratam-covid-19/,falso,1,substances present in the boldo and in the quina plant treat covid19,https://www.aosfatos.org/noticias/substancias-presentes-no-boldo-e-na-quina-nao-tratam-covid-19/
1614,"No, study does not show staring at women's breasts prolongs ...","Touching, Staring at women’s breasts make men live longer, healthier — Study",2019-10-22T00:00:00Z,2019-10-22T00:00:00Z,"Vanguard Nigeria, Daily Post, Premium Times Nigeria",International Centre For Investigative Reporting,https://www.icirnigeria.org/study-does-not-show-staring-at-womens-breasts-prolongs-lifespan/,"A 20-year-old hoax suggesting that staring at female breasts has the effect of promoting longevity in men has been circulated by the News Agency of Nigeria, NAN, the government-controlled news wire service. “No such study was ever published in the New England Journal of Medicine,” wrote David Emery, an internet folklore expert and debunker of urban legends, hoaxes, and popular misconceptions.",0,video shows a paramilitary force unit taking charge in mumbai to control the lockdown situation,nan
1615,"Old, Unrelated Clip Viral as Migrants Stranded at Delhi-UP Border",Migrant labourers stuck at Delhi-Uttar Pradesh border in Ghazipur amid lockdown.,2020-05-19T11:05:38Z,2020-05-19T11:05:38Z,Facebook,The Quint,https://www.thequint.com/news/webqoof/old-unrelated-clip-viral-as-migrants-stranded-at-delhi-up-border-fact-check,False,1,migrant labourers stuck at the delhiuttar pradesh border as they try to return home,https://www.thequint.com/news/webqoof/old-unrelated-clip-viral-as-migrants-stranded-at-delhi-up-border-fact-check
1616,,Em artigo partilhado nas redes sociais destaca-se que na Escola Super......,2020-05-19T16:00:24Z,2020-05-19T16:00:24Z,,Polígrafo - SAPO,https://poligrafo.sapo.pt/fact-check/a-universidade-de-chaves-descobriu-a-cura-para-a-covid-19,Pimenta na Língua,1,portuguese university discovered the cure for covid19,https://poligrafo.sapo.pt/fact-check/a-universidade-de-chaves-descobriu-a-cura-para-a-covid-19
1617,ABD'de kongreye sunulan HR 6666 adlı Covid-19 yasasıyla ilgili ...,ABD’de kongreye sunulan H.R. 6666 adlı Covid-19 yasasıyla ilgili iddialar,2020-05-12T00:00:00Z,2020-05-19T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/abdde-kongreye-sunulan-h-r-6666-adli-covid-19-yasasiyla-ilgili-iddialar,Yanlış,0,multiple allegations on the bill drafted to turkish congress named hr 6666,https://teyit.org/abdde-kongreye-sunulan-h-r-6666-adli-covid-19-yasasiyla-ilgili-iddialar/
